image,label,max_positive_conf,cx,cy,width,height,area,pixel_width,pixel_height,roi_mean,roi_std,relative_contrast,x_bucket,y_bucket
datasets/brain-tumor/images/val/val_1 (167).jpg,datasets/brain-tumor/labels/val/val_1 (167).txt,0.05773741006851196,0.470657,0.20716,0.093897,0.109155,0.010249327035,49,57,96.50411743644827,24.997215760817607,0.8037747965252121,mid,low
datasets/brain-tumor/images/val/val_1 (169).jpg,datasets/brain-tumor/labels/val/val_1 (169).txt,0.014192993752658367,0.617958,0.321596,0.069249,0.091549,0.006339676701000001,36,48,73.32233796296296,23.957759144745424,0.9556218849019477,mid,low
datasets/brain-tumor/images/val/val_1 (170).jpg,datasets/brain-tumor/labels/val/val_1 (170).txt,0.0,0.366197,0.38615,0.068075,0.06338,0.0043145935,36,34,108.03513071895425,43.38094565095542,1.448295912456824,mid,mid
datasets/brain-tumor/images/val/val_1 (171).jpg,datasets/brain-tumor/labels/val/val_1 (171).txt,0.21803969144821167,0.363263,0.214202,0.142019,0.10446,0.014835304740000001,73,54,96.64282090309487,28.372178098690533,0.8531655896078462,mid,low
datasets/brain-tumor/images/val/val_1 (172).jpg,datasets/brain-tumor/labels/val/val_1 (172).txt,0.23828007280826569,0.428404,0.174883,0.051643,0.046948,0.0024245355639999997,28,25,96.97571428571429,29.394182785589617,1.036172653302783,mid,low
datasets/brain-tumor/images/val/val_1 (173).jpg,datasets/brain-tumor/labels/val/val_1 (173).txt,0.041287511587142944,0.658451,0.356221,0.065728,0.062207,0.004088741696,35,33,89.05194805194805,20.042052826157278,0.7643236595165529,mid,mid
datasets/brain-tumor/images/val/val_1 (180).jpg,datasets/brain-tumor/labels/val/val_1 (180).txt,0.22659356892108917,0.360915,0.379695,0.144366,0.165493,0.023891562438,75,86,79.79193798449613,28.83186969653034,1.1312635744193882,mid,mid
datasets/brain-tumor/images/val/val_1 (181).jpg,datasets/brain-tumor/labels/val/val_1 (181).txt,0.03275137394666672,0.657277,0.338615,0.08216,0.076291,0.006268068559999999,44,40,166.18125,31.64412538157395,0.6604620698901472,mid,mid
datasets/brain-tumor/images/val/val_1 (182).jpg,datasets/brain-tumor/labels/val/val_1 (182).txt,0.18294882774353027,0.423122,0.175469,0.071596,0.059859,0.004285664964,38,31,95.48641765704583,31.789581462229556,1.0711726577539733,mid,low
datasets/brain-tumor/images/val/val_1 (21).jpg,datasets/brain-tumor/labels/val/val_1 (21).txt,0.11327093094587326,0.566315,0.093897,0.10446,0.093897,0.009808480619999999,55,49,65.07940630797773,20.04133953071908,0.7534859733882894,mid,low
datasets/brain-tumor/images/val/val_1 (24).jpg,datasets/brain-tumor/labels/val/val_1 (24).txt,0.12838497757911682,0.607394,0.557512,0.073944,0.089202,0.006595952688,39,46,177.40969899665552,42.46059141642107,1.1940299757887722,mid,mid
datasets/brain-tumor/images/val/val_1 (25).jpg,datasets/brain-tumor/labels/val/val_1 (25).txt,0.021095946431159973,0.503521,0.258216,0.098592,0.103286,0.010183173312,51,54,77.88198983297022,28.47112876392726,0.9451701514003261,mid,low
datasets/brain-tumor/images/val/val_1 (4).jpg,datasets/brain-tumor/labels/val/val_1 (4).txt,0.1427864283323288,0.374413,0.46831,0.180751,0.143192,0.025882097192000002,94,74,92.29212190914319,33.25015491167618,1.1761170933934137,mid,mid
datasets/brain-tumor/images/val/val_1 (5).jpg,datasets/brain-tumor/labels/val/val_1 (5).txt,0.09284354001283646,0.425469,0.464202,0.142019,0.092723,0.013168427737000001,74,48,92.83980855855856,31.485991142913676,1.2718501076283315,mid,mid
datasets/brain-tumor/images/val/val_1 (6).jpg,datasets/brain-tumor/labels/val/val_1 (6).txt,0.24968871474266052,0.410798,0.459507,0.152582,0.123239,0.018804053097999998,79,64,74.3854825949367,23.681094640216156,0.9947363045766243,mid,mid
datasets/brain-tumor/images/val/val_1 (61).jpg,datasets/brain-tumor/labels/val/val_1 (61).txt,0.2307492345571518,0.485915,0.471831,0.215962,0.122066,0.026361617491999997,111,64,102.07967342342343,21.318203032244025,0.6786217052803378,mid,mid
datasets/brain-tumor/images/val/val_1 (62).jpg,datasets/brain-tumor/labels/val/val_1 (62).txt,0.10262177884578705,0.328052,0.372653,0.052817,0.059859,0.0031615728030000003,28,32,141.52120535714286,30.61865089248195,0.8179631612900664,low,mid
datasets/brain-tumor/images/val/val_1 (62).jpg,datasets/brain-tumor/labels/val/val_1 (62).txt,0.10262177884578705,0.404343,0.426643,0.109155,0.118545,0.012939779475,57,62,127.61205432937182,20.577191388942033,0.5497101938969658,mid,mid
datasets/brain-tumor/images/val/val_1 (62).jpg,datasets/brain-tumor/labels/val/val_1 (62).txt,0.10262177884578705,0.526408,0.366784,0.078638,0.090376,0.007106987887999999,42,47,103.27355623100304,16.87072066097647,0.4506935349160759,mid,mid
datasets/brain-tumor/images/val/val_1 (67).jpg,datasets/brain-tumor/labels/val/val_1 (67).txt,0.022088225930929184,0.456573,0.21831,0.075117,0.107981,0.008111208776999999,39,56,94.5485347985348,27.845291913283447,0.8429889420390861,mid,low
datasets/brain-tumor/images/val/val_1 (68).jpg,datasets/brain-tumor/labels/val/val_1 (68).txt,0.021571597084403038,0.473592,0.286972,0.066901,0.097418,0.006517361618,36,51,76.7619825708061,19.739520900823095,0.6977247244175331,mid,low
datasets/brain-tumor/images/val/val_1 (70).jpg,datasets/brain-tumor/labels/val/val_1 (70).txt,0.23926904797554016,0.480634,0.318662,0.09507,0.116197,0.01104684879,49,61,79.68317162930747,17.692448611857635,0.7969228231675436,mid,low
datasets/brain-tumor/images/val/val_1 (77).jpg,datasets/brain-tumor/labels/val/val_1 (77).txt,0.01103670708835125,0.61385,0.407277,0.08216,0.08216,0.006750265599999999,43,44,137.18128964059196,27.731409765004486,0.6863572019460767,mid,mid
datasets/brain-tumor/images/val/val_1 (78).jpg,datasets/brain-tumor/labels/val/val_1 (78).txt,0.21825161576271057,0.383803,0.305164,0.077465,0.077465,0.006000826225000001,40,41,110.26280487804878,55.451042629674916,3.4688197879728078,mid,low
datasets/brain-tumor/images/val/val_1 (8).jpg,datasets/brain-tumor/labels/val/val_1 (8).txt,0.09288474172353745,0.407277,0.453052,0.115023,0.098592,0.011340347616,60,51,75.2607843137255,14.640215610104319,0.5432222344702428,mid,mid
datasets/brain-tumor/images/val/val_1 (87).jpg,datasets/brain-tumor/labels/val/val_1 (87).txt,0.2272614687681198,0.490023,0.285798,0.080986,0.139671,0.011311395606,43,72,105.953165374677,28.444062068962428,0.9550860363855781,mid,low
datasets/brain-tumor/images/val/val_1 (88).jpg,datasets/brain-tumor/labels/val/val_1 (88).txt,0.04783513396978378,0.441315,0.527582,0.112676,0.153756,0.017324611056,59,79,47.385110491310876,26.465927894954575,1.0768804679862016,mid,mid
