image,label,actual_positive,max_positive_conf,max_any_conf,top_class,top_conf
datasets/brain-tumor/images/val/val_1 (129).jpg,datasets/brain-tumor/labels/val/val_1 (129).txt,False,0.0,0.8774455785751343,0,0.8774455785751343
datasets/brain-tumor/images/val/val_1 (13).jpg,datasets/brain-tumor/labels/val/val_1 (13).txt,True,0.7117968797683716,0.7117968797683716,1,0.7117968797683716
datasets/brain-tumor/images/val/val_1 (130).jpg,datasets/brain-tumor/labels/val/val_1 (130).txt,False,0.0,0.9436883330345154,0,0.9436883330345154
datasets/brain-tumor/images/val/val_1 (131).jpg,datasets/brain-tumor/labels/val/val_1 (131).txt,False,0.0,0.9491947293281555,0,0.9491947293281555
datasets/brain-tumor/images/val/val_1 (132).jpg,datasets/brain-tumor/labels/val/val_1 (132).txt,False,0.0,0.9138120412826538,0,0.9138120412826538
datasets/brain-tumor/images/val/val_1 (133).jpg,datasets/brain-tumor/labels/val/val_1 (133).txt,False,0.0,0.8878304362297058,0,0.8878304362297058
datasets/brain-tumor/images/val/val_1 (134).jpg,datasets/brain-tumor/labels/val/val_1 (134).txt,False,0.0,0.8555346727371216,0,0.8555346727371216
datasets/brain-tumor/images/val/val_1 (135).jpg,datasets/brain-tumor/labels/val/val_1 (135).txt,False,0.22988292574882507,0.852140486240387,0,0.852140486240387
datasets/brain-tumor/images/val/val_1 (136).jpg,datasets/brain-tumor/labels/val/val_1 (136).txt,True,0.858276903629303,0.858276903629303,1,0.858276903629303
datasets/brain-tumor/images/val/val_1 (137).jpg,datasets/brain-tumor/labels/val/val_1 (137).txt,True,0.5205184817314148,0.7310450077056885,0,0.7310450077056885
datasets/brain-tumor/images/val/val_1 (138).jpg,datasets/brain-tumor/labels/val/val_1 (138).txt,True,0.010602278634905815,0.010602278634905815,1,0.010602278634905815
datasets/brain-tumor/images/val/val_1 (139).jpg,datasets/brain-tumor/labels/val/val_1 (139).txt,False,0.8607631921768188,0.8607631921768188,1,0.8607631921768188
datasets/brain-tumor/images/val/val_1 (14).jpg,datasets/brain-tumor/labels/val/val_1 (14).txt,True,0.0,0.9461774826049805,0,0.9461774826049805
datasets/brain-tumor/images/val/val_1 (140).jpg,datasets/brain-tumor/labels/val/val_1 (140).txt,True,0.12496013939380646,0.9008529782295227,0,0.9008529782295227
datasets/brain-tumor/images/val/val_1 (141).jpg,datasets/brain-tumor/labels/val/val_1 (141).txt,True,0.2339044213294983,0.7730217576026917,0,0.7730217576026917
datasets/brain-tumor/images/val/val_1 (142).jpg,datasets/brain-tumor/labels/val/val_1 (142).txt,True,0.8519017696380615,0.8519017696380615,1,0.8519017696380615
datasets/brain-tumor/images/val/val_1 (143).jpg,datasets/brain-tumor/labels/val/val_1 (143).txt,False,0.03740198537707329,0.8682947158813477,0,0.8682947158813477
datasets/brain-tumor/images/val/val_1 (144).jpg,datasets/brain-tumor/labels/val/val_1 (144).txt,True,0.8726704120635986,0.8726704120635986,1,0.8726704120635986
datasets/brain-tumor/images/val/val_1 (145).jpg,datasets/brain-tumor/labels/val/val_1 (145).txt,True,0.8881746530532837,0.8881746530532837,1,0.8881746530532837
datasets/brain-tumor/images/val/val_1 (146).jpg,datasets/brain-tumor/labels/val/val_1 (146).txt,True,0.0,0.7944473624229431,0,0.7944473624229431
datasets/brain-tumor/images/val/val_1 (147).jpg,datasets/brain-tumor/labels/val/val_1 (147).txt,False,0.31634601950645447,0.902439296245575,0,0.902439296245575
datasets/brain-tumor/images/val/val_1 (148).jpg,datasets/brain-tumor/labels/val/val_1 (148).txt,False,0.0,0.793917179107666,0,0.793917179107666
datasets/brain-tumor/images/val/val_1 (149).jpg,datasets/brain-tumor/labels/val/val_1 (149).txt,False,0.867429792881012,0.867429792881012,1,0.867429792881012
datasets/brain-tumor/images/val/val_1 (15).jpg,datasets/brain-tumor/labels/val/val_1 (15).txt,True,0.50082927942276,0.8996816277503967,0,0.8996816277503967
datasets/brain-tumor/images/val/val_1 (150).jpg,datasets/brain-tumor/labels/val/val_1 (150).txt,False,0.8889470100402832,0.8889470100402832,1,0.8889470100402832
datasets/brain-tumor/images/val/val_1 (151).jpg,datasets/brain-tumor/labels/val/val_1 (151).txt,True,0.021551042795181274,0.3607136011123657,0,0.3607136011123657
datasets/brain-tumor/images/val/val_1 (152).jpg,datasets/brain-tumor/labels/val/val_1 (152).txt,True,0.8669017553329468,0.8669017553329468,1,0.8669017553329468
datasets/brain-tumor/images/val/val_1 (153).jpg,datasets/brain-tumor/labels/val/val_1 (153).txt,True,0.8094604015350342,0.8094604015350342,1,0.8094604015350342
datasets/brain-tumor/images/val/val_1 (154).jpg,datasets/brain-tumor/labels/val/val_1 (154).txt,False,0.15722426772117615,0.7515008449554443,0,0.7515008449554443
datasets/brain-tumor/images/val/val_1 (155).jpg,datasets/brain-tumor/labels/val/val_1 (155).txt,False,0.8058112859725952,0.8058112859725952,1,0.8058112859725952
datasets/brain-tumor/images/val/val_1 (156).jpg,datasets/brain-tumor/labels/val/val_1 (156).txt,True,0.0,0.7986571192741394,0,0.7986571192741394
datasets/brain-tumor/images/val/val_1 (157).jpg,datasets/brain-tumor/labels/val/val_1 (157).txt,True,0.854836642742157,0.854836642742157,1,0.854836642742157
datasets/brain-tumor/images/val/val_1 (158).jpg,datasets/brain-tumor/labels/val/val_1 (158).txt,True,0.9049541354179382,0.9049541354179382,1,0.9049541354179382
datasets/brain-tumor/images/val/val_1 (159).jpg,datasets/brain-tumor/labels/val/val_1 (159).txt,False,0.0,0.8636217713356018,0,0.8636217713356018
datasets/brain-tumor/images/val/val_1 (16).jpg,datasets/brain-tumor/labels/val/val_1 (16).txt,True,0.0,0.7649968266487122,0,0.7649968266487122
datasets/brain-tumor/images/val/val_1 (160).jpg,datasets/brain-tumor/labels/val/val_1 (160).txt,False,0.0,0.8500673174858093,0,0.8500673174858093
datasets/brain-tumor/images/val/val_1 (161).jpg,datasets/brain-tumor/labels/val/val_1 (161).txt,False,0.4345380663871765,0.7917281985282898,0,0.7917281985282898
datasets/brain-tumor/images/val/val_1 (162).jpg,datasets/brain-tumor/labels/val/val_1 (162).txt,True,0.8014439940452576,0.8014439940452576,1,0.8014439940452576
datasets/brain-tumor/images/val/val_1 (163).jpg,datasets/brain-tumor/labels/val/val_1 (163).txt,True,0.025587866082787514,0.5653228759765625,0,0.5653228759765625
datasets/brain-tumor/images/val/val_1 (164).jpg,datasets/brain-tumor/labels/val/val_1 (164).txt,True,0.8053652048110962,0.8053652048110962,1,0.8053652048110962
datasets/brain-tumor/images/val/val_1 (165).jpg,datasets/brain-tumor/labels/val/val_1 (165).txt,False,0.0,0.8802478313446045,0,0.8802478313446045
datasets/brain-tumor/images/val/val_1 (166).jpg,datasets/brain-tumor/labels/val/val_1 (166).txt,True,0.47567787766456604,0.5689246654510498,0,0.5689246654510498
datasets/brain-tumor/images/val/val_1 (167).jpg,datasets/brain-tumor/labels/val/val_1 (167).txt,True,0.6282488703727722,0.6282488703727722,1,0.6282488703727722
datasets/brain-tumor/images/val/val_1 (168).jpg,datasets/brain-tumor/labels/val/val_1 (168).txt,True,0.7677316665649414,0.7677316665649414,1,0.7677316665649414
datasets/brain-tumor/images/val/val_1 (169).jpg,datasets/brain-tumor/labels/val/val_1 (169).txt,True,0.8919786810874939,0.8919786810874939,1,0.8919786810874939
datasets/brain-tumor/images/val/val_1 (17).jpg,datasets/brain-tumor/labels/val/val_1 (17).txt,True,0.28456759452819824,0.5607205629348755,0,0.5607205629348755
datasets/brain-tumor/images/val/val_1 (170).jpg,datasets/brain-tumor/labels/val/val_1 (170).txt,True,0.7630590200424194,0.7630590200424194,1,0.7630590200424194
datasets/brain-tumor/images/val/val_1 (171).jpg,datasets/brain-tumor/labels/val/val_1 (171).txt,True,0.6866276264190674,0.6866276264190674,1,0.6866276264190674
datasets/brain-tumor/images/val/val_1 (172).jpg,datasets/brain-tumor/labels/val/val_1 (172).txt,True,0.8672661185264587,0.8672661185264587,1,0.8672661185264587
datasets/brain-tumor/images/val/val_1 (173).jpg,datasets/brain-tumor/labels/val/val_1 (173).txt,True,0.5655765533447266,0.7681639194488525,0,0.7681639194488525
datasets/brain-tumor/images/val/val_1 (174).jpg,datasets/brain-tumor/labels/val/val_1 (174).txt,False,0.0,0.9209164977073669,0,0.9209164977073669
datasets/brain-tumor/images/val/val_1 (175).jpg,datasets/brain-tumor/labels/val/val_1 (175).txt,False,0.0,0.7988336682319641,0,0.7988336682319641
datasets/brain-tumor/images/val/val_1 (176).jpg,datasets/brain-tumor/labels/val/val_1 (176).txt,False,0.09630127996206284,0.916260838508606,0,0.916260838508606
datasets/brain-tumor/images/val/val_1 (177).jpg,datasets/brain-tumor/labels/val/val_1 (177).txt,False,0.8058512806892395,0.8058512806892395,1,0.8058512806892395
datasets/brain-tumor/images/val/val_1 (178).jpg,datasets/brain-tumor/labels/val/val_1 (178).txt,False,0.8333666920661926,0.8333666920661926,1,0.8333666920661926
datasets/brain-tumor/images/val/val_1 (179).jpg,datasets/brain-tumor/labels/val/val_1 (179).txt,True,0.7958712577819824,0.7958712577819824,1,0.7958712577819824
datasets/brain-tumor/images/val/val_1 (18).jpg,datasets/brain-tumor/labels/val/val_1 (18).txt,True,0.5287584066390991,0.7307755947113037,0,0.7307755947113037
datasets/brain-tumor/images/val/val_1 (180).jpg,datasets/brain-tumor/labels/val/val_1 (180).txt,True,0.8815470933914185,0.8815470933914185,1,0.8815470933914185
datasets/brain-tumor/images/val/val_1 (181).jpg,datasets/brain-tumor/labels/val/val_1 (181).txt,True,0.01472723763436079,0.9258403778076172,0,0.9258403778076172
datasets/brain-tumor/images/val/val_1 (182).jpg,datasets/brain-tumor/labels/val/val_1 (182).txt,True,0.7998871207237244,0.7998871207237244,1,0.7998871207237244
datasets/brain-tumor/images/val/val_1 (183).jpg,datasets/brain-tumor/labels/val/val_1 (183).txt,True,0.47837430238723755,0.47837430238723755,1,0.47837430238723755
datasets/brain-tumor/images/val/val_1 (184).jpg,datasets/brain-tumor/labels/val/val_1 (184).txt,False,0.0,0.900102436542511,0,0.900102436542511
datasets/brain-tumor/images/val/val_1 (185).jpg,datasets/brain-tumor/labels/val/val_1 (185).txt,False,0.5800226330757141,0.6165167689323425,0,0.6165167689323425
datasets/brain-tumor/images/val/val_1 (186).jpg,datasets/brain-tumor/labels/val/val_1 (186).txt,False,0.7962861061096191,0.7962861061096191,1,0.7962861061096191
datasets/brain-tumor/images/val/val_1 (187).jpg,datasets/brain-tumor/labels/val/val_1 (187).txt,False,0.6220082640647888,0.6220082640647888,1,0.6220082640647888
datasets/brain-tumor/images/val/val_1 (188).jpg,datasets/brain-tumor/labels/val/val_1 (188).txt,False,0.0,0.9515024423599243,0,0.9515024423599243
datasets/brain-tumor/images/val/val_1 (189).jpg,datasets/brain-tumor/labels/val/val_1 (189).txt,False,0.2789333760738373,0.40759459137916565,0,0.40759459137916565
datasets/brain-tumor/images/val/val_1 (19).jpg,datasets/brain-tumor/labels/val/val_1 (19).txt,True,0.5025777220726013,0.5172984600067139,0,0.5172984600067139
datasets/brain-tumor/images/val/val_1 (190).jpg,datasets/brain-tumor/labels/val/val_1 (190).txt,False,0.24973152577877045,0.6236562132835388,0,0.6236562132835388
datasets/brain-tumor/images/val/val_1 (191).jpg,datasets/brain-tumor/labels/val/val_1 (191).txt,False,0.4068763256072998,0.4164927005767822,0,0.4164927005767822
datasets/brain-tumor/images/val/val_1 (192).jpg,datasets/brain-tumor/labels/val/val_1 (192).txt,False,0.23332181572914124,0.6440374255180359,0,0.6440374255180359
datasets/brain-tumor/images/val/val_1 (193).jpg,datasets/brain-tumor/labels/val/val_1 (193).txt,False,0.8919816017150879,0.8919816017150879,1,0.8919816017150879
datasets/brain-tumor/images/val/val_1 (194).jpg,datasets/brain-tumor/labels/val/val_1 (194).txt,False,0.9019526839256287,0.9019526839256287,1,0.9019526839256287
datasets/brain-tumor/images/val/val_1 (195).jpg,datasets/brain-tumor/labels/val/val_1 (195).txt,False,0.9175623059272766,0.9175623059272766,1,0.9175623059272766
datasets/brain-tumor/images/val/val_1 (196).jpg,datasets/brain-tumor/labels/val/val_1 (196).txt,False,0.9210591316223145,0.9210591316223145,1,0.9210591316223145
datasets/brain-tumor/images/val/val_1 (197).jpg,datasets/brain-tumor/labels/val/val_1 (197).txt,False,0.8871297240257263,0.8871297240257263,1,0.8871297240257263
datasets/brain-tumor/images/val/val_1 (198).jpg,datasets/brain-tumor/labels/val/val_1 (198).txt,False,0.819084644317627,0.819084644317627,1,0.819084644317627
datasets/brain-tumor/images/val/val_1 (199).jpg,datasets/brain-tumor/labels/val/val_1 (199).txt,False,0.0,0.8719943165779114,0,0.8719943165779114
datasets/brain-tumor/images/val/val_1 (2).jpg,datasets/brain-tumor/labels/val/val_1 (2).txt,True,0.7863178849220276,0.7863178849220276,1,0.7863178849220276
datasets/brain-tumor/images/val/val_1 (20).jpg,datasets/brain-tumor/labels/val/val_1 (20).txt,True,0.5798662304878235,0.5798662304878235,1,0.5798662304878235
datasets/brain-tumor/images/val/val_1 (200).jpg,datasets/brain-tumor/labels/val/val_1 (200).txt,False,0.0,0.9327094554901123,0,0.9327094554901123
datasets/brain-tumor/images/val/val_1 (201).jpg,datasets/brain-tumor/labels/val/val_1 (201).txt,False,0.0,0.9493156671524048,0,0.9493156671524048
datasets/brain-tumor/images/val/val_1 (202).jpg,datasets/brain-tumor/labels/val/val_1 (202).txt,False,0.8615196347236633,0.8615196347236633,1,0.8615196347236633
datasets/brain-tumor/images/val/val_1 (203).jpg,datasets/brain-tumor/labels/val/val_1 (203).txt,False,0.8121176958084106,0.8121176958084106,1,0.8121176958084106
datasets/brain-tumor/images/val/val_1 (204).jpg,datasets/brain-tumor/labels/val/val_1 (204).txt,False,0.7003815174102783,0.7003815174102783,1,0.7003815174102783
datasets/brain-tumor/images/val/val_1 (205).jpg,datasets/brain-tumor/labels/val/val_1 (205).txt,False,0.23332402110099792,0.23332402110099792,1,0.23332402110099792
datasets/brain-tumor/images/val/val_1 (206).jpg,datasets/brain-tumor/labels/val/val_1 (206).txt,False,0.20330040156841278,0.20330040156841278,1,0.20330040156841278
datasets/brain-tumor/images/val/val_1 (207).jpg,datasets/brain-tumor/labels/val/val_1 (207).txt,False,0.8592877984046936,0.8592877984046936,1,0.8592877984046936
datasets/brain-tumor/images/val/val_1 (208).jpg,datasets/brain-tumor/labels/val/val_1 (208).txt,False,0.8475375771522522,0.8475375771522522,1,0.8475375771522522
datasets/brain-tumor/images/val/val_1 (209).jpg,datasets/brain-tumor/labels/val/val_1 (209).txt,False,0.6297351717948914,0.79397052526474,0,0.79397052526474
datasets/brain-tumor/images/val/val_1 (21).jpg,datasets/brain-tumor/labels/val/val_1 (21).txt,True,0.036240462213754654,0.036240462213754654,1,0.036240462213754654
datasets/brain-tumor/images/val/val_1 (210).jpg,datasets/brain-tumor/labels/val/val_1 (210).txt,False,0.5961515307426453,0.6387133598327637,0,0.6387133598327637
datasets/brain-tumor/images/val/val_1 (211).jpg,datasets/brain-tumor/labels/val/val_1 (211).txt,False,0.7444029450416565,0.7444029450416565,1,0.7444029450416565
datasets/brain-tumor/images/val/val_1 (212).jpg,datasets/brain-tumor/labels/val/val_1 (212).txt,False,0.8254159092903137,0.8254159092903137,1,0.8254159092903137
datasets/brain-tumor/images/val/val_1 (213).jpg,datasets/brain-tumor/labels/val/val_1 (213).txt,False,0.8093117475509644,0.8093117475509644,1,0.8093117475509644
datasets/brain-tumor/images/val/val_1 (214).jpg,datasets/brain-tumor/labels/val/val_1 (214).txt,False,0.9155240654945374,0.9155240654945374,1,0.9155240654945374
datasets/brain-tumor/images/val/val_1 (215).jpg,datasets/brain-tumor/labels/val/val_1 (215).txt,False,0.883165717124939,0.883165717124939,1,0.883165717124939
datasets/brain-tumor/images/val/val_1 (216).jpg,datasets/brain-tumor/labels/val/val_1 (216).txt,False,0.8756823539733887,0.8756823539733887,1,0.8756823539733887
datasets/brain-tumor/images/val/val_1 (217).jpg,datasets/brain-tumor/labels/val/val_1 (217).txt,False,0.666504979133606,0.8265125155448914,0,0.8265125155448914
datasets/brain-tumor/images/val/val_1 (218).jpg,datasets/brain-tumor/labels/val/val_1 (218).txt,False,0.8816531300544739,0.8816531300544739,1,0.8816531300544739
datasets/brain-tumor/images/val/val_1 (219).jpg,datasets/brain-tumor/labels/val/val_1 (219).txt,False,0.9103101491928101,0.9103101491928101,1,0.9103101491928101
datasets/brain-tumor/images/val/val_1 (22).jpg,datasets/brain-tumor/labels/val/val_1 (22).txt,False,0.92705899477005,0.92705899477005,1,0.92705899477005
datasets/brain-tumor/images/val/val_1 (220).jpg,datasets/brain-tumor/labels/val/val_1 (220).txt,False,0.8379864692687988,0.8379864692687988,1,0.8379864692687988
datasets/brain-tumor/images/val/val_1 (221).jpg,datasets/brain-tumor/labels/val/val_1 (221).txt,False,0.05891289934515953,0.8485648036003113,0,0.8485648036003113
datasets/brain-tumor/images/val/val_1 (222).jpg,datasets/brain-tumor/labels/val/val_1 (222).txt,False,0.45945972204208374,0.6499958038330078,0,0.6499958038330078
datasets/brain-tumor/images/val/val_1 (223).jpg,datasets/brain-tumor/labels/val/val_1 (223).txt,False,0.48712533712387085,0.48712533712387085,1,0.48712533712387085
datasets/brain-tumor/images/val/val_1 (23).jpg,datasets/brain-tumor/labels/val/val_1 (23).txt,False,0.2641814053058624,0.2641814053058624,1,0.2641814053058624
datasets/brain-tumor/images/val/val_1 (24).jpg,datasets/brain-tumor/labels/val/val_1 (24).txt,True,0.8751959800720215,0.8751959800720215,1,0.8751959800720215
datasets/brain-tumor/images/val/val_1 (25).jpg,datasets/brain-tumor/labels/val/val_1 (25).txt,True,0.1220063641667366,0.7275176048278809,0,0.7275176048278809
datasets/brain-tumor/images/val/val_1 (26).jpg,datasets/brain-tumor/labels/val/val_1 (26).txt,True,0.9621381163597107,0.9621381163597107,1,0.9621381163597107
datasets/brain-tumor/images/val/val_1 (27).jpg,datasets/brain-tumor/labels/val/val_1 (27).txt,True,0.8360532522201538,0.8360532522201538,1,0.8360532522201538
datasets/brain-tumor/images/val/val_1 (28).jpg,datasets/brain-tumor/labels/val/val_1 (28).txt,False,0.12162087112665176,0.7578523755073547,0,0.7578523755073547
datasets/brain-tumor/images/val/val_1 (29).jpg,datasets/brain-tumor/labels/val/val_1 (29).txt,True,0.9070506691932678,0.9070506691932678,1,0.9070506691932678
datasets/brain-tumor/images/val/val_1 (3).jpg,datasets/brain-tumor/labels/val/val_1 (3).txt,True,0.887109637260437,0.887109637260437,1,0.887109637260437
datasets/brain-tumor/images/val/val_1 (30).jpg,datasets/brain-tumor/labels/val/val_1 (30).txt,False,0.7076519131660461,0.8819789886474609,0,0.8819789886474609
datasets/brain-tumor/images/val/val_1 (31).jpg,datasets/brain-tumor/labels/val/val_1 (31).txt,False,0.6656002998352051,0.6656002998352051,1,0.6656002998352051
datasets/brain-tumor/images/val/val_1 (32).jpg,datasets/brain-tumor/labels/val/val_1 (32).txt,False,0.7969260811805725,0.7969260811805725,1,0.7969260811805725
datasets/brain-tumor/images/val/val_1 (33).jpg,datasets/brain-tumor/labels/val/val_1 (33).txt,False,0.0,0.7907365560531616,0,0.7907365560531616
datasets/brain-tumor/images/val/val_1 (34).jpg,datasets/brain-tumor/labels/val/val_1 (34).txt,False,0.010552704334259033,0.8363566398620605,0,0.8363566398620605
datasets/brain-tumor/images/val/val_1 (35).jpg,datasets/brain-tumor/labels/val/val_1 (35).txt,False,0.17175514996051788,0.8783760666847229,0,0.8783760666847229
datasets/brain-tumor/images/val/val_1 (36).jpg,datasets/brain-tumor/labels/val/val_1 (36).txt,False,0.47526323795318604,0.47526323795318604,1,0.47526323795318604
datasets/brain-tumor/images/val/val_1 (37).jpg,datasets/brain-tumor/labels/val/val_1 (37).txt,False,0.42434361577033997,0.7429311275482178,0,0.7429311275482178
datasets/brain-tumor/images/val/val_1 (38).jpg,datasets/brain-tumor/labels/val/val_1 (38).txt,False,0.8736662864685059,0.8736662864685059,1,0.8736662864685059
datasets/brain-tumor/images/val/val_1 (39).jpg,datasets/brain-tumor/labels/val/val_1 (39).txt,False,0.5193543434143066,0.5193543434143066,1,0.5193543434143066
datasets/brain-tumor/images/val/val_1 (4).jpg,datasets/brain-tumor/labels/val/val_1 (4).txt,True,0.8491341471672058,0.8491341471672058,1,0.8491341471672058
datasets/brain-tumor/images/val/val_1 (40).jpg,datasets/brain-tumor/labels/val/val_1 (40).txt,False,0.40129953622817993,0.40129953622817993,1,0.40129953622817993
datasets/brain-tumor/images/val/val_1 (41).jpg,datasets/brain-tumor/labels/val/val_1 (41).txt,True,0.5122942924499512,0.6896931529045105,0,0.6896931529045105
datasets/brain-tumor/images/val/val_1 (42).jpg,datasets/brain-tumor/labels/val/val_1 (42).txt,True,0.8770895600318909,0.8770895600318909,1,0.8770895600318909
datasets/brain-tumor/images/val/val_1 (43).jpg,datasets/brain-tumor/labels/val/val_1 (43).txt,False,0.26856333017349243,0.26856333017349243,1,0.26856333017349243
datasets/brain-tumor/images/val/val_1 (44).jpg,datasets/brain-tumor/labels/val/val_1 (44).txt,False,0.4461367726325989,0.4461367726325989,1,0.4461367726325989
datasets/brain-tumor/images/val/val_1 (45).jpg,datasets/brain-tumor/labels/val/val_1 (45).txt,False,0.9143434166908264,0.9143434166908264,1,0.9143434166908264
datasets/brain-tumor/images/val/val_1 (46).jpg,datasets/brain-tumor/labels/val/val_1 (46).txt,False,0.8565957546234131,0.8565957546234131,1,0.8565957546234131
datasets/brain-tumor/images/val/val_1 (47).jpg,datasets/brain-tumor/labels/val/val_1 (47).txt,False,0.6270245909690857,0.6270245909690857,1,0.6270245909690857
datasets/brain-tumor/images/val/val_1 (48).jpg,datasets/brain-tumor/labels/val/val_1 (48).txt,False,0.7664303183555603,0.7664303183555603,1,0.7664303183555603
datasets/brain-tumor/images/val/val_1 (49).jpg,datasets/brain-tumor/labels/val/val_1 (49).txt,False,0.8506956100463867,0.8506956100463867,1,0.8506956100463867
datasets/brain-tumor/images/val/val_1 (5).jpg,datasets/brain-tumor/labels/val/val_1 (5).txt,True,0.6196770668029785,0.6196770668029785,1,0.6196770668029785
datasets/brain-tumor/images/val/val_1 (50).jpg,datasets/brain-tumor/labels/val/val_1 (50).txt,False,0.8758725523948669,0.8758725523948669,1,0.8758725523948669
