split,image,label,readable,width,height,has_label,box_count,invalid_label_lines,classes,image_level_class
train,datasets/brain-tumor/images/train/00066_240.jpg,datasets/brain-tumor/labels/train/00066_240.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00066_259.jpg,datasets/brain-tumor/labels/train/00066_259.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00066_278.jpg,datasets/brain-tumor/labels/train/00066_278.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00071_183.jpg,datasets/brain-tumor/labels/train/00071_183.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00071_221.jpg,datasets/brain-tumor/labels/train/00071_221.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00071_240.jpg,datasets/brain-tumor/labels/train/00071_240.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00071_259.jpg,datasets/brain-tumor/labels/train/00071_259.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00071_278.jpg,datasets/brain-tumor/labels/train/00071_278.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00072_119.jpg,datasets/brain-tumor/labels/train/00072_119.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00072_138.jpg,datasets/brain-tumor/labels/train/00072_138.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00072_196.jpg,datasets/brain-tumor/labels/train/00072_196.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00072_80.jpg,datasets/brain-tumor/labels/train/00072_80.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00072_99.jpg,datasets/brain-tumor/labels/train/00072_99.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00074_209.jpg,datasets/brain-tumor/labels/train/00074_209.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00074_229.jpg,datasets/brain-tumor/labels/train/00074_229.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00074_249.jpg,datasets/brain-tumor/labels/train/00074_249.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00074_269.jpg,datasets/brain-tumor/labels/train/00074_269.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00074_289.jpg,datasets/brain-tumor/labels/train/00074_289.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00077_166.jpg,datasets/brain-tumor/labels/train/00077_166.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00077_186.jpg,datasets/brain-tumor/labels/train/00077_186.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00077_206.jpg,datasets/brain-tumor/labels/train/00077_206.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00077_226.jpg,datasets/brain-tumor/labels/train/00077_226.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00077_246.jpg,datasets/brain-tumor/labels/train/00077_246.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00078_219.jpg,datasets/brain-tumor/labels/train/00078_219.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00078_239.jpg,datasets/brain-tumor/labels/train/00078_239.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00078_258.jpg,datasets/brain-tumor/labels/train/00078_258.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00078_278.jpg,datasets/brain-tumor/labels/train/00078_278.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00085_156.jpg,datasets/brain-tumor/labels/train/00085_156.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00087_130.jpg,datasets/brain-tumor/labels/train/00087_130.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00087_149.jpg,datasets/brain-tumor/labels/train/00087_149.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00087_185.jpg,datasets/brain-tumor/labels/train/00087_185.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00090_112.jpg,datasets/brain-tumor/labels/train/00090_112.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00090_130.jpg,datasets/brain-tumor/labels/train/00090_130.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00090_204.jpg,datasets/brain-tumor/labels/train/00090_204.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00095_161.jpg,datasets/brain-tumor/labels/train/00095_161.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00095_170.jpg,datasets/brain-tumor/labels/train/00095_170.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00095_176.jpg,datasets/brain-tumor/labels/train/00095_176.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00095_181.jpg,datasets/brain-tumor/labels/train/00095_181.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00095_188.jpg,datasets/brain-tumor/labels/train/00095_188.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00095_200.jpg,datasets/brain-tumor/labels/train/00095_200.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00095_201.jpg,datasets/brain-tumor/labels/train/00095_201.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00095_212.jpg,datasets/brain-tumor/labels/train/00095_212.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00095_222.jpg,datasets/brain-tumor/labels/train/00095_222.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00095_224.jpg,datasets/brain-tumor/labels/train/00095_224.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00095_226.jpg,datasets/brain-tumor/labels/train/00095_226.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00095_236.jpg,datasets/brain-tumor/labels/train/00095_236.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00095_243.jpg,datasets/brain-tumor/labels/train/00095_243.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00095_263.jpg,datasets/brain-tumor/labels/train/00095_263.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00096_240.jpg,datasets/brain-tumor/labels/train/00096_240.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00096_260.jpg,datasets/brain-tumor/labels/train/00096_260.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00096_280.jpg,datasets/brain-tumor/labels/train/00096_280.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00097_106.jpg,datasets/brain-tumor/labels/train/00097_106.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00097_124.jpg,datasets/brain-tumor/labels/train/00097_124.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00097_162.jpg,datasets/brain-tumor/labels/train/00097_162.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00097_254.jpg,datasets/brain-tumor/labels/train/00097_254.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00097_65.jpg,datasets/brain-tumor/labels/train/00097_65.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00097_68.jpg,datasets/brain-tumor/labels/train/00097_68.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00097_70.jpg,datasets/brain-tumor/labels/train/00097_70.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00097_72.jpg,datasets/brain-tumor/labels/train/00097_72.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00097_74.jpg,datasets/brain-tumor/labels/train/00097_74.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00097_76.jpg,datasets/brain-tumor/labels/train/00097_76.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00097_77.jpg,datasets/brain-tumor/labels/train/00097_77.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00097_79.jpg,datasets/brain-tumor/labels/train/00097_79.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00097_80.jpg,datasets/brain-tumor/labels/train/00097_80.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00097_81.jpg,datasets/brain-tumor/labels/train/00097_81.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00097_83.jpg,datasets/brain-tumor/labels/train/00097_83.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00097_87.jpg,datasets/brain-tumor/labels/train/00097_87.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00098_247.jpg,datasets/brain-tumor/labels/train/00098_247.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00098_266.jpg,datasets/brain-tumor/labels/train/00098_266.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00099_129.jpg,datasets/brain-tumor/labels/train/00099_129.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00099_130.jpg,datasets/brain-tumor/labels/train/00099_130.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00099_137.jpg,datasets/brain-tumor/labels/train/00099_137.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00099_139.jpg,datasets/brain-tumor/labels/train/00099_139.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00099_145.jpg,datasets/brain-tumor/labels/train/00099_145.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00099_149.jpg,datasets/brain-tumor/labels/train/00099_149.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00099_154.jpg,datasets/brain-tumor/labels/train/00099_154.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00100_102.jpg,datasets/brain-tumor/labels/train/00100_102.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00100_119.jpg,datasets/brain-tumor/labels/train/00100_119.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00100_136.jpg,datasets/brain-tumor/labels/train/00100_136.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00100_153.jpg,datasets/brain-tumor/labels/train/00100_153.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00100_170.jpg,datasets/brain-tumor/labels/train/00100_170.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00104_132.jpg,datasets/brain-tumor/labels/train/00104_132.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00104_14.jpg,datasets/brain-tumor/labels/train/00104_14.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00104_15.jpg,datasets/brain-tumor/labels/train/00104_15.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00104_150.jpg,datasets/brain-tumor/labels/train/00104_150.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00104_16.jpg,datasets/brain-tumor/labels/train/00104_16.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00104_168.jpg,datasets/brain-tumor/labels/train/00104_168.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00104_17.jpg,datasets/brain-tumor/labels/train/00104_17.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00104_18.jpg,datasets/brain-tumor/labels/train/00104_18.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00104_185.jpg,datasets/brain-tumor/labels/train/00104_185.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00104_19.jpg,datasets/brain-tumor/labels/train/00104_19.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00105_113.jpg,datasets/brain-tumor/labels/train/00105_113.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00105_132.jpg,datasets/brain-tumor/labels/train/00105_132.txt,True,512,512,True,2,0,1,positive
train,datasets/brain-tumor/images/train/00105_151.jpg,datasets/brain-tumor/labels/train/00105_151.txt,True,512,512,True,2,0,1,positive
train,datasets/brain-tumor/images/train/00105_94.jpg,datasets/brain-tumor/labels/train/00105_94.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00106_195.jpg,datasets/brain-tumor/labels/train/00106_195.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00106_253.jpg,datasets/brain-tumor/labels/train/00106_253.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00107_101.jpg,datasets/brain-tumor/labels/train/00107_101.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00107_118.jpg,datasets/brain-tumor/labels/train/00107_118.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00108_102.jpg,datasets/brain-tumor/labels/train/00108_102.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00109_104.jpg,datasets/brain-tumor/labels/train/00109_104.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00109_85.jpg,datasets/brain-tumor/labels/train/00109_85.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00110_131.jpg,datasets/brain-tumor/labels/train/00110_131.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00110_147.jpg,datasets/brain-tumor/labels/train/00110_147.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00110_162.jpg,datasets/brain-tumor/labels/train/00110_162.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00110_178.jpg,datasets/brain-tumor/labels/train/00110_178.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00111_110.jpg,datasets/brain-tumor/labels/train/00111_110.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00111_98.jpg,datasets/brain-tumor/labels/train/00111_98.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00112_10.jpg,datasets/brain-tumor/labels/train/00112_10.txt,True,320,384,True,2,0,0,negative
train,datasets/brain-tumor/images/train/00112_11.jpg,datasets/brain-tumor/labels/train/00112_11.txt,True,320,384,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00112_12.jpg,datasets/brain-tumor/labels/train/00112_12.txt,True,320,384,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00116_11.jpg,datasets/brain-tumor/labels/train/00116_11.txt,True,240,320,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00116_12.jpg,datasets/brain-tumor/labels/train/00116_12.txt,True,240,320,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00116_13.jpg,datasets/brain-tumor/labels/train/00116_13.txt,True,240,320,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00116_14.jpg,datasets/brain-tumor/labels/train/00116_14.txt,True,240,320,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00116_15.jpg,datasets/brain-tumor/labels/train/00116_15.txt,True,240,320,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00116_16.jpg,datasets/brain-tumor/labels/train/00116_16.txt,True,240,320,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00116_231.jpg,datasets/brain-tumor/labels/train/00116_231.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00116_8.jpg,datasets/brain-tumor/labels/train/00116_8.txt,True,240,320,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00116_9.jpg,datasets/brain-tumor/labels/train/00116_9.txt,True,240,320,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00117_200.jpg,datasets/brain-tumor/labels/train/00117_200.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00120_215.jpg,datasets/brain-tumor/labels/train/00120_215.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00120_230.jpg,datasets/brain-tumor/labels/train/00120_230.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00120_245.jpg,datasets/brain-tumor/labels/train/00120_245.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00120_260.jpg,datasets/brain-tumor/labels/train/00120_260.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00121_139.jpg,datasets/brain-tumor/labels/train/00121_139.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00121_157.jpg,datasets/brain-tumor/labels/train/00121_157.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00121_175.jpg,datasets/brain-tumor/labels/train/00121_175.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00122_10.jpg,datasets/brain-tumor/labels/train/00122_10.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00122_108.jpg,datasets/brain-tumor/labels/train/00122_108.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00122_11.jpg,datasets/brain-tumor/labels/train/00122_11.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00122_8.jpg,datasets/brain-tumor/labels/train/00122_8.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00122_9.jpg,datasets/brain-tumor/labels/train/00122_9.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00122_90.jpg,datasets/brain-tumor/labels/train/00122_90.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00123_10.jpg,datasets/brain-tumor/labels/train/00123_10.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00123_11.jpg,datasets/brain-tumor/labels/train/00123_11.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00123_12.jpg,datasets/brain-tumor/labels/train/00123_12.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00123_13.jpg,datasets/brain-tumor/labels/train/00123_13.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00123_14.jpg,datasets/brain-tumor/labels/train/00123_14.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00123_15.jpg,datasets/brain-tumor/labels/train/00123_15.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00123_16.jpg,datasets/brain-tumor/labels/train/00123_16.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00123_223.jpg,datasets/brain-tumor/labels/train/00123_223.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00123_241.jpg,datasets/brain-tumor/labels/train/00123_241.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00123_259.jpg,datasets/brain-tumor/labels/train/00123_259.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00123_277.jpg,datasets/brain-tumor/labels/train/00123_277.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00124_10.jpg,datasets/brain-tumor/labels/train/00124_10.txt,True,224,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00124_11.jpg,datasets/brain-tumor/labels/train/00124_11.txt,True,224,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00124_114.jpg,datasets/brain-tumor/labels/train/00124_114.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00124_12.jpg,datasets/brain-tumor/labels/train/00124_12.txt,True,224,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00124_132.jpg,datasets/brain-tumor/labels/train/00124_132.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00124_150.jpg,datasets/brain-tumor/labels/train/00124_150.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00124_168.jpg,datasets/brain-tumor/labels/train/00124_168.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00124_6.jpg,datasets/brain-tumor/labels/train/00124_6.txt,True,224,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00124_7.jpg,datasets/brain-tumor/labels/train/00124_7.txt,True,224,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00124_8.jpg,datasets/brain-tumor/labels/train/00124_8.txt,True,224,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00124_9.jpg,datasets/brain-tumor/labels/train/00124_9.txt,True,224,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00124_96.jpg,datasets/brain-tumor/labels/train/00124_96.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00128_243.jpg,datasets/brain-tumor/labels/train/00128_243.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00128_260.jpg,datasets/brain-tumor/labels/train/00128_260.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00128_277.jpg,datasets/brain-tumor/labels/train/00128_277.txt,True,512,512,True,1,0,1,positive
train,datasets/brain-tumor/images/train/00130_100.jpg,datasets/brain-tumor/labels/train/00130_100.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00130_107.jpg,datasets/brain-tumor/labels/train/00130_107.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00130_112.jpg,datasets/brain-tumor/labels/train/00130_112.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00130_114.jpg,datasets/brain-tumor/labels/train/00130_114.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00130_119.jpg,datasets/brain-tumor/labels/train/00130_119.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00130_239.jpg,datasets/brain-tumor/labels/train/00130_239.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00130_256.jpg,datasets/brain-tumor/labels/train/00130_256.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00130_273.jpg,datasets/brain-tumor/labels/train/00130_273.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00130_78.jpg,datasets/brain-tumor/labels/train/00130_78.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00130_81.jpg,datasets/brain-tumor/labels/train/00130_81.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00130_88.jpg,datasets/brain-tumor/labels/train/00130_88.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00130_94.jpg,datasets/brain-tumor/labels/train/00130_94.txt,True,256,256,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00132_112.jpg,datasets/brain-tumor/labels/train/00132_112.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00132_130.jpg,datasets/brain-tumor/labels/train/00132_130.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00132_147.jpg,datasets/brain-tumor/labels/train/00132_147.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00132_164.jpg,datasets/brain-tumor/labels/train/00132_164.txt,True,512,512,True,1,0,0,negative
train,datasets/brain-tumor/images/train/00132_95.jpg,datasets/brain-tumor/labels/train/00132_95.txt,True,512,512,True,1,0,0,negative
