split,image,label,class_id,cx,cy,width,height,area
train,datasets/brain-tumor/images/train/00060_70.jpg,datasets/brain-tumor/labels/train/00060_70.txt,1,0.660798,0.431925,0.046948,0.056338,0.0026449564239999996
train,datasets/brain-tumor/images/train/00060_71.jpg,datasets/brain-tumor/labels/train/00060_71.txt,1,0.524061,0.452465,0.172535,0.139671,0.024098135984999998
train,datasets/brain-tumor/images/train/00060_72.jpg,datasets/brain-tumor/labels/train/00060_72.txt,1,0.523474,0.451878,0.166667,0.15493,0.025821718310000002
train,datasets/brain-tumor/images/train/00061_108.jpg,datasets/brain-tumor/labels/train/00061_108.txt,0,0.568662,0.474765,0.064554,0.050469,0.003257975826
train,datasets/brain-tumor/images/train/00061_127.jpg,datasets/brain-tumor/labels/train/00061_127.txt,0,0.569249,0.485329,0.091549,0.085681,0.007844009869
train,datasets/brain-tumor/images/train/00061_127.jpg,datasets/brain-tumor/labels/train/00061_127.txt,0,0.480634,0.538732,0.048122,0.046948,0.0022592316559999995
train,datasets/brain-tumor/images/train/00061_127.jpg,datasets/brain-tumor/labels/train/00061_127.txt,0,0.524061,0.461268,0.038732,0.037559,0.001454735188
train,datasets/brain-tumor/images/train/00061_146.jpg,datasets/brain-tumor/labels/train/00061_146.txt,0,0.575704,0.484155,0.069249,0.055164,0.0038200518360000002
train,datasets/brain-tumor/images/train/00061_184.jpg,datasets/brain-tumor/labels/train/00061_184.txt,0,0.376174,0.25,0.092723,0.091549,0.008488697927000001
train,datasets/brain-tumor/images/train/00063_197.jpg,datasets/brain-tumor/labels/train/00063_197.txt,1,0.566315,0.237089,0.097418,0.100939,0.009833275502000001
train,datasets/brain-tumor/images/train/00063_217.jpg,datasets/brain-tumor/labels/train/00063_217.txt,1,0.562207,0.248239,0.100939,0.120892,0.012202717588
train,datasets/brain-tumor/images/train/00064_101.jpg,datasets/brain-tumor/labels/train/00064_101.txt,0,0.348005,0.400822,0.076291,0.076291,0.005820316680999999
train,datasets/brain-tumor/images/train/00064_101.jpg,datasets/brain-tumor/labels/train/00064_101.txt,0,0.447183,0.381455,0.068075,0.077465,0.005273429875
train,datasets/brain-tumor/images/train/00064_121.jpg,datasets/brain-tumor/labels/train/00064_121.txt,0,0.363263,0.379108,0.210094,0.157277,0.033042954038
train,datasets/brain-tumor/images/train/00064_140.jpg,datasets/brain-tumor/labels/train/00064_140.txt,0,0.360329,0.370305,0.173709,0.174883,0.030378751047000004
train,datasets/brain-tumor/images/train/00066_145.jpg,datasets/brain-tumor/labels/train/00066_145.txt,1,0.618545,0.262324,0.053991,0.052817,0.002851642647
train,datasets/brain-tumor/images/train/00066_221.jpg,datasets/brain-tumor/labels/train/00066_221.txt,1,0.616197,0.255869,0.051643,0.049296,0.002545793328
train,datasets/brain-tumor/images/train/00066_240.jpg,datasets/brain-tumor/labels/train/00066_240.txt,1,0.437207,0.235915,0.064554,0.068075,0.00439451355
train,datasets/brain-tumor/images/train/00066_259.jpg,datasets/brain-tumor/labels/train/00066_259.txt,1,0.439554,0.241784,0.088028,0.093897,0.008265565115999999
train,datasets/brain-tumor/images/train/00066_278.jpg,datasets/brain-tumor/labels/train/00066_278.txt,1,0.428991,0.241197,0.052817,0.057512,0.003037611304
train,datasets/brain-tumor/images/train/00071_183.jpg,datasets/brain-tumor/labels/train/00071_183.txt,1,0.285211,0.260563,0.117371,0.093897,0.011020784787
train,datasets/brain-tumor/images/train/00071_221.jpg,datasets/brain-tumor/labels/train/00071_221.txt,1,0.703638,0.403169,0.137324,0.106808,0.014667301792000001
train,datasets/brain-tumor/images/train/00071_240.jpg,datasets/brain-tumor/labels/train/00071_240.txt,1,0.702465,0.40493,0.188967,0.169014,0.031938068538
train,datasets/brain-tumor/images/train/00071_259.jpg,datasets/brain-tumor/labels/train/00071_259.txt,1,0.697183,0.397887,0.157277,0.192488,0.030273935175999998
train,datasets/brain-tumor/images/train/00071_278.jpg,datasets/brain-tumor/labels/train/00071_278.txt,1,0.680751,0.38615,0.112676,0.107981,0.012166867155999999
train,datasets/brain-tumor/images/train/00072_119.jpg,datasets/brain-tumor/labels/train/00072_119.txt,0,0.506455,0.396127,0.196009,0.142019,0.027837002171
train,datasets/brain-tumor/images/train/00072_138.jpg,datasets/brain-tumor/labels/train/00072_138.txt,0,0.539906,0.384977,0.105634,0.124413,0.013142242842
train,datasets/brain-tumor/images/train/00072_196.jpg,datasets/brain-tumor/labels/train/00072_196.txt,0,0.230047,0.336268,0.093897,0.085681,0.008045188856999999
train,datasets/brain-tumor/images/train/00072_80.jpg,datasets/brain-tumor/labels/train/00072_80.txt,0,0.5,0.399648,0.178404,0.134977,0.024080436708000003
train,datasets/brain-tumor/images/train/00072_99.jpg,datasets/brain-tumor/labels/train/00072_99.txt,0,0.502934,0.404343,0.200704,0.153756,0.030859444224
train,datasets/brain-tumor/images/train/00074_209.jpg,datasets/brain-tumor/labels/train/00074_209.txt,1,0.289906,0.386737,0.185446,0.118545,0.02198369607
train,datasets/brain-tumor/images/train/00074_229.jpg,datasets/brain-tumor/labels/train/00074_229.txt,1,0.286385,0.378521,0.194836,0.130282,0.025383623752
train,datasets/brain-tumor/images/train/00074_249.jpg,datasets/brain-tumor/labels/train/00074_249.txt,1,0.275822,0.386737,0.190141,0.125587,0.023879237767000003
train,datasets/brain-tumor/images/train/00074_269.jpg,datasets/brain-tumor/labels/train/00074_269.txt,1,0.306925,0.366784,0.083333,0.069249,0.005770726917000001
train,datasets/brain-tumor/images/train/00074_289.jpg,datasets/brain-tumor/labels/train/00074_289.txt,1,0.669014,0.372066,0.053991,0.058685,0.0031684618349999997
train,datasets/brain-tumor/images/train/00077_166.jpg,datasets/brain-tumor/labels/train/00077_166.txt,1,0.379108,0.367371,0.119718,0.110329,0.013208367222
train,datasets/brain-tumor/images/train/00077_186.jpg,datasets/brain-tumor/labels/train/00077_186.txt,1,0.40493,0.369131,0.194836,0.139671,0.027212938956
train,datasets/brain-tumor/images/train/00077_206.jpg,datasets/brain-tumor/labels/train/00077_206.txt,1,0.392019,0.35446,0.211268,0.171362,0.036203307016
train,datasets/brain-tumor/images/train/00077_226.jpg,datasets/brain-tumor/labels/train/00077_226.txt,1,0.391432,0.343897,0.184272,0.147887,0.027251433263999997
train,datasets/brain-tumor/images/train/00077_246.jpg,datasets/brain-tumor/labels/train/00077_246.txt,1,0.382042,0.341549,0.099765,0.08216,0.0081966924
train,datasets/brain-tumor/images/train/00078_219.jpg,datasets/brain-tumor/labels/train/00078_219.txt,1,0.629108,0.118545,0.133803,0.129108,0.017275037724000002
train,datasets/brain-tumor/images/train/00078_239.jpg,datasets/brain-tumor/labels/train/00078_239.txt,1,0.627347,0.115023,0.116197,0.150235,0.017456856295
train,datasets/brain-tumor/images/train/00078_258.jpg,datasets/brain-tumor/labels/train/00078_258.txt,1,0.620305,0.120892,0.080986,0.115023,0.009315252678
train,datasets/brain-tumor/images/train/00078_278.jpg,datasets/brain-tumor/labels/train/00078_278.txt,1,0.606221,0.122066,0.073944,0.053991,0.0039923105039999995
train,datasets/brain-tumor/images/train/00085_156.jpg,datasets/brain-tumor/labels/train/00085_156.txt,1,0.617958,0.161972,0.055164,0.086854,0.004791214056
train,datasets/brain-tumor/images/train/00087_130.jpg,datasets/brain-tumor/labels/train/00087_130.txt,1,0.536972,0.410798,0.109155,0.115023,0.012555335565
train,datasets/brain-tumor/images/train/00087_149.jpg,datasets/brain-tumor/labels/train/00087_149.txt,1,0.518779,0.394953,0.07277,0.116197,0.00845565569
train,datasets/brain-tumor/images/train/00087_185.jpg,datasets/brain-tumor/labels/train/00087_185.txt,1,0.325117,0.219484,0.056338,0.103286,0.005818926668
train,datasets/brain-tumor/images/train/00090_112.jpg,datasets/brain-tumor/labels/train/00090_112.txt,0,0.550469,0.500587,0.086854,0.085681,0.007441737574
train,datasets/brain-tumor/images/train/00090_130.jpg,datasets/brain-tumor/labels/train/00090_130.txt,0,0.561033,0.501174,0.075117,0.068075,0.005113589775
train,datasets/brain-tumor/images/train/00090_204.jpg,datasets/brain-tumor/labels/train/00090_204.txt,0,0.474178,0.305751,0.093897,0.102113,0.009588104360999999
train,datasets/brain-tumor/images/train/00095_161.jpg,datasets/brain-tumor/labels/train/00095_161.txt,0,0.378521,0.308685,0.083333,0.07277,0.006064142410000001
train,datasets/brain-tumor/images/train/00095_170.jpg,datasets/brain-tumor/labels/train/00095_170.txt,0,0.428991,0.361502,0.144366,0.150235,0.02168882601
train,datasets/brain-tumor/images/train/00095_176.jpg,datasets/brain-tumor/labels/train/00095_176.txt,0,0.443075,0.373826,0.142019,0.193662,0.027503683578000003
train,datasets/brain-tumor/images/train/00095_181.jpg,datasets/brain-tumor/labels/train/00095_181.txt,0,0.342723,0.32277,0.20892,0.138498,0.02893500216
train,datasets/brain-tumor/images/train/00095_188.jpg,datasets/brain-tumor/labels/train/00095_188.txt,0,0.424883,0.376761,0.215962,0.248826,0.05373696061199999
train,datasets/brain-tumor/images/train/00095_200.jpg,datasets/brain-tumor/labels/train/00095_200.txt,0,0.426643,0.383216,0.25,0.25939,0.0648475
train,datasets/brain-tumor/images/train/00095_201.jpg,datasets/brain-tumor/labels/train/00095_201.txt,0,0.336268,0.324531,0.25,0.158451,0.03961275
train,datasets/brain-tumor/images/train/00095_212.jpg,datasets/brain-tumor/labels/train/00095_212.txt,0,0.437793,0.387324,0.237089,0.241784,0.057324326775999995
train,datasets/brain-tumor/images/train/00095_222.jpg,datasets/brain-tumor/labels/train/00095_222.txt,0,0.33392,0.319249,0.257042,0.166667,0.042840419014
train,datasets/brain-tumor/images/train/00095_224.jpg,datasets/brain-tumor/labels/train/00095_224.txt,0,0.433685,0.38615,0.200704,0.201878,0.040517722112
train,datasets/brain-tumor/images/train/00095_226.jpg,datasets/brain-tumor/labels/train/00095_226.txt,0,0.433099,0.383216,0.192488,0.17723,0.034114648239999996
train,datasets/brain-tumor/images/train/00095_236.jpg,datasets/brain-tumor/labels/train/00095_236.txt,0,0.390258,0.383803,0.080986,0.07277,0.005893351220000001
train,datasets/brain-tumor/images/train/00095_243.jpg,datasets/brain-tumor/labels/train/00095_243.txt,0,0.330986,0.306338,0.213615,0.147887,0.031590881505
train,datasets/brain-tumor/images/train/00095_263.jpg,datasets/brain-tumor/labels/train/00095_263.txt,0,0.316315,0.319249,0.16784,0.112676,0.018911539839999998
train,datasets/brain-tumor/images/train/00096_240.jpg,datasets/brain-tumor/labels/train/00096_240.txt,1,0.611502,0.549883,0.084507,0.090376,0.007637404632
train,datasets/brain-tumor/images/train/00096_260.jpg,datasets/brain-tumor/labels/train/00096_260.txt,1,0.603873,0.554577,0.118545,0.123239,0.014609367255
train,datasets/brain-tumor/images/train/00096_280.jpg,datasets/brain-tumor/labels/train/00096_280.txt,1,0.607394,0.562207,0.116197,0.115023,0.013365327530999999
train,datasets/brain-tumor/images/train/00097_106.jpg,datasets/brain-tumor/labels/train/00097_106.txt,0,0.64554,0.275822,0.140845,0.117371,0.016531118495
train,datasets/brain-tumor/images/train/00097_124.jpg,datasets/brain-tumor/labels/train/00097_124.txt,0,0.639671,0.284624,0.068075,0.064554,0.00439451355
train,datasets/brain-tumor/images/train/00097_162.jpg,datasets/brain-tumor/labels/train/00097_162.txt,0,0.390845,0.187207,0.093897,0.09507,0.00892678779
train,datasets/brain-tumor/images/train/00097_254.jpg,datasets/brain-tumor/labels/train/00097_254.txt,0,0.433685,0.364437,0.076291,0.071596,0.005462130436
train,datasets/brain-tumor/images/train/00097_65.jpg,datasets/brain-tumor/labels/train/00097_65.txt,0,0.695423,0.661972,0.071596,0.091549,0.006554542204000001
train,datasets/brain-tumor/images/train/00097_68.jpg,datasets/brain-tumor/labels/train/00097_68.txt,0,0.691315,0.671948,0.117371,0.09507,0.01115846097
train,datasets/brain-tumor/images/train/00097_70.jpg,datasets/brain-tumor/labels/train/00097_70.txt,0,0.684859,0.666667,0.120892,0.117371,0.014189214932
train,datasets/brain-tumor/images/train/00097_72.jpg,datasets/brain-tumor/labels/train/00097_72.txt,0,0.684272,0.663732,0.129108,0.132629,0.017123464932
train,datasets/brain-tumor/images/train/00097_74.jpg,datasets/brain-tumor/labels/train/00097_74.txt,0,0.683099,0.659624,0.133803,0.150235,0.020101893705000002
train,datasets/brain-tumor/images/train/00097_76.jpg,datasets/brain-tumor/labels/train/00097_76.txt,0,0.683685,0.658451,0.127934,0.147887,0.018919775458
train,datasets/brain-tumor/images/train/00097_77.jpg,datasets/brain-tumor/labels/train/00097_77.txt,0,0.686033,0.659624,0.127934,0.14554,0.01861951436
train,datasets/brain-tumor/images/train/00097_79.jpg,datasets/brain-tumor/labels/train/00097_79.txt,0,0.683685,0.657277,0.11385,0.140845,0.01603520325
train,datasets/brain-tumor/images/train/00097_80.jpg,datasets/brain-tumor/labels/train/00097_80.txt,0,0.68838,0.65669,0.123239,0.134977,0.016634430503
train,datasets/brain-tumor/images/train/00097_81.jpg,datasets/brain-tumor/labels/train/00097_81.txt,0,0.68662,0.658451,0.098592,0.126761,0.012497620512
train,datasets/brain-tumor/images/train/00097_83.jpg,datasets/brain-tumor/labels/train/00097_83.txt,0,0.688967,0.658451,0.098592,0.107981,0.010646062752
train,datasets/brain-tumor/images/train/00097_87.jpg,datasets/brain-tumor/labels/train/00097_87.txt,0,0.646714,0.275235,0.131455,0.142019,0.018669107645
train,datasets/brain-tumor/images/train/00098_247.jpg,datasets/brain-tumor/labels/train/00098_247.txt,1,0.439554,0.573944,0.219484,0.110329,0.024215450236
train,datasets/brain-tumor/images/train/00098_266.jpg,datasets/brain-tumor/labels/train/00098_266.txt,1,0.400822,0.579812,0.125587,0.068075,0.008549335025
train,datasets/brain-tumor/images/train/00099_129.jpg,datasets/brain-tumor/labels/train/00099_129.txt,0,0.378521,0.757042,0.102113,0.112676,0.011505684387999999
train,datasets/brain-tumor/images/train/00099_130.jpg,datasets/brain-tumor/labels/train/00099_130.txt,0,0.381455,0.76115,0.091549,0.111502,0.010207896598000001
train,datasets/brain-tumor/images/train/00099_137.jpg,datasets/brain-tumor/labels/train/00099_137.txt,0,0.382629,0.767019,0.117371,0.132629,0.015566798359
train,datasets/brain-tumor/images/train/00099_139.jpg,datasets/brain-tumor/labels/train/00099_139.txt,0,0.382629,0.767019,0.122066,0.134977,0.016476102482000002
train,datasets/brain-tumor/images/train/00099_145.jpg,datasets/brain-tumor/labels/train/00099_145.txt,0,0.380282,0.769366,0.112676,0.123239,0.013886077564
train,datasets/brain-tumor/images/train/00099_149.jpg,datasets/brain-tumor/labels/train/00099_149.txt,0,0.380282,0.767606,0.089202,0.100939,0.009003960678
train,datasets/brain-tumor/images/train/00099_154.jpg,datasets/brain-tumor/labels/train/00099_154.txt,0,0.38439,0.765258,0.066901,0.070423,0.004711369123
train,datasets/brain-tumor/images/train/00100_102.jpg,datasets/brain-tumor/labels/train/00100_102.txt,1,0.480047,0.291667,0.079812,0.092723,0.0074004080759999995
train,datasets/brain-tumor/images/train/00100_119.jpg,datasets/brain-tumor/labels/train/00100_119.txt,1,0.491197,0.281103,0.111502,0.111502,0.012432696004
train,datasets/brain-tumor/images/train/00100_136.jpg,datasets/brain-tumor/labels/train/00100_136.txt,1,0.483568,0.285798,0.129108,0.134977,0.017426610516000002
train,datasets/brain-tumor/images/train/00100_153.jpg,datasets/brain-tumor/labels/train/00100_153.txt,1,0.474178,0.271714,0.112676,0.127934,0.014415091383999998
train,datasets/brain-tumor/images/train/00100_170.jpg,datasets/brain-tumor/labels/train/00100_170.txt,1,0.474765,0.277582,0.064554,0.071596,0.004621808184000001
train,datasets/brain-tumor/images/train/00104_132.jpg,datasets/brain-tumor/labels/train/00104_132.txt,0,0.55223,0.321596,0.069249,0.06338,0.004389001620000001
train,datasets/brain-tumor/images/train/00104_14.jpg,datasets/brain-tumor/labels/train/00104_14.txt,0,0.545775,0.344484,0.117371,0.144366,0.016944381786
train,datasets/brain-tumor/images/train/00104_15.jpg,datasets/brain-tumor/labels/train/00104_15.txt,0,0.551643,0.364437,0.150235,0.18662,0.028036855700000002
train,datasets/brain-tumor/images/train/00104_150.jpg,datasets/brain-tumor/labels/train/00104_150.txt,0,0.551643,0.308685,0.159624,0.140845,0.02248224228
train,datasets/brain-tumor/images/train/00104_16.jpg,datasets/brain-tumor/labels/train/00104_16.txt,0,0.551056,0.376761,0.156103,0.197183,0.030780857848999997
train,datasets/brain-tumor/images/train/00104_168.jpg,datasets/brain-tumor/labels/train/00104_168.txt,0,0.555751,0.304577,0.18662,0.118545,0.0221228679
train,datasets/brain-tumor/images/train/00104_17.jpg,datasets/brain-tumor/labels/train/00104_17.txt,0,0.555164,0.373239,0.129108,0.194836,0.025154886288
train,datasets/brain-tumor/images/train/00104_18.jpg,datasets/brain-tumor/labels/train/00104_18.txt,0,0.556338,0.387324,0.084507,0.138498,0.011704050486000001
train,datasets/brain-tumor/images/train/00104_185.jpg,datasets/brain-tumor/labels/train/00104_185.txt,0,0.538146,0.318075,0.120892,0.112676,0.013621626991999999
train,datasets/brain-tumor/images/train/00104_19.jpg,datasets/brain-tumor/labels/train/00104_19.txt,0,0.57277,0.375587,0.051643,0.051643,0.002666999449
train,datasets/brain-tumor/images/train/00105_113.jpg,datasets/brain-tumor/labels/train/00105_113.txt,1,0.640845,0.403169,0.122066,0.196009,0.023926034593999997
train,datasets/brain-tumor/images/train/00105_132.jpg,datasets/brain-tumor/labels/train/00105_132.txt,1,0.633216,0.332746,0.102113,0.11385,0.01162556505
train,datasets/brain-tumor/images/train/00105_132.jpg,datasets/brain-tumor/labels/train/00105_132.txt,1,0.630282,0.43838,0.084507,0.102113,0.008629263291
train,datasets/brain-tumor/images/train/00105_151.jpg,datasets/brain-tumor/labels/train/00105_151.txt,1,0.620305,0.336268,0.106808,0.127934,0.013664374671999999
train,datasets/brain-tumor/images/train/00105_151.jpg,datasets/brain-tumor/labels/train/00105_151.txt,1,0.551643,0.411972,0.110329,0.107981,0.011913435749
train,datasets/brain-tumor/images/train/00105_94.jpg,datasets/brain-tumor/labels/train/00105_94.txt,1,0.623826,0.379695,0.050469,0.106808,0.005390492952
train,datasets/brain-tumor/images/train/00106_195.jpg,datasets/brain-tumor/labels/train/00106_195.txt,1,0.576878,0.418427,0.076291,0.09507,0.00725298537
train,datasets/brain-tumor/images/train/00106_253.jpg,datasets/brain-tumor/labels/train/00106_253.txt,1,0.552817,0.364437,0.089202,0.10446,0.00931804092
train,datasets/brain-tumor/images/train/00107_101.jpg,datasets/brain-tumor/labels/train/00107_101.txt,1,0.555164,0.393192,0.103286,0.117371,0.012122781106000001
train,datasets/brain-tumor/images/train/00107_118.jpg,datasets/brain-tumor/labels/train/00107_118.txt,1,0.555164,0.376761,0.103286,0.096244,0.009940657784
train,datasets/brain-tumor/images/train/00108_102.jpg,datasets/brain-tumor/labels/train/00108_102.txt,0,0.586854,0.548122,0.046948,0.053991,0.0025347694679999995
train,datasets/brain-tumor/images/train/00109_104.jpg,datasets/brain-tumor/labels/train/00109_104.txt,1,0.498239,0.3527,0.170188,0.139671,0.023770328147999998
train,datasets/brain-tumor/images/train/00109_85.jpg,datasets/brain-tumor/labels/train/00109_85.txt,1,0.493545,0.347418,0.158451,0.15493,0.024548813430000004
train,datasets/brain-tumor/images/train/00110_131.jpg,datasets/brain-tumor/labels/train/00110_131.txt,0,0.507042,0.386737,0.077465,0.09507,0.007364597550000001
train,datasets/brain-tumor/images/train/00110_147.jpg,datasets/brain-tumor/labels/train/00110_147.txt,0,0.497653,0.372066,0.107981,0.133803,0.014448181743
train,datasets/brain-tumor/images/train/00110_162.jpg,datasets/brain-tumor/labels/train/00110_162.txt,0,0.504695,0.356221,0.115023,0.111502,0.012825294546
train,datasets/brain-tumor/images/train/00110_178.jpg,datasets/brain-tumor/labels/train/00110_178.txt,0,0.504695,0.352113,0.07277,0.084507,0.00614957439
train,datasets/brain-tumor/images/train/00111_110.jpg,datasets/brain-tumor/labels/train/00111_110.txt,0,0.671362,0.464202,0.077465,0.109155,0.008455692075
train,datasets/brain-tumor/images/train/00111_98.jpg,datasets/brain-tumor/labels/train/00111_98.txt,0,0.669014,0.491784,0.112676,0.178404,0.020101849104
train,datasets/brain-tumor/images/train/00112_10.jpg,datasets/brain-tumor/labels/train/00112_10.txt,0,0.752113,0.740023,0.090141,0.073944,0.006665386103999999
train,datasets/brain-tumor/images/train/00112_10.jpg,datasets/brain-tumor/labels/train/00112_10.txt,0,0.71338,0.814554,0.108451,0.077465,0.008401156715000002
train,datasets/brain-tumor/images/train/00112_11.jpg,datasets/brain-tumor/labels/train/00112_11.txt,0,0.706338,0.803404,0.108451,0.11385,0.012347146350000001
train,datasets/brain-tumor/images/train/00112_12.jpg,datasets/brain-tumor/labels/train/00112_12.txt,0,0.707042,0.803991,0.101408,0.100939,0.010236022112
train,datasets/brain-tumor/images/train/00116_11.jpg,datasets/brain-tumor/labels/train/00116_11.txt,0,0.282473,0.656103,0.140845,0.103286,0.014547316670000001
train,datasets/brain-tumor/images/train/00116_12.jpg,datasets/brain-tumor/labels/train/00116_12.txt,0,0.280908,0.671948,0.153365,0.137324,0.02106069526
train,datasets/brain-tumor/images/train/00116_13.jpg,datasets/brain-tumor/labels/train/00116_13.txt,0,0.316119,0.66608,0.1518,0.142019,0.0215584842
train,datasets/brain-tumor/images/train/00116_14.jpg,datasets/brain-tumor/labels/train/00116_14.txt,0,0.316901,0.661972,0.156495,0.110329,0.017265936855
train,datasets/brain-tumor/images/train/00116_15.jpg,datasets/brain-tumor/labels/train/00116_15.txt,0,0.325509,0.65493,0.13928,0.133803,0.01863608184
train,datasets/brain-tumor/images/train/00116_16.jpg,datasets/brain-tumor/labels/train/00116_16.txt,0,0.335681,0.679577,0.153365,0.150235,0.023040790775
train,datasets/brain-tumor/images/train/00116_231.jpg,datasets/brain-tumor/labels/train/00116_231.txt,0,0.658451,0.542254,0.15493,0.185446,0.028731148780000004
train,datasets/brain-tumor/images/train/00116_8.jpg,datasets/brain-tumor/labels/train/00116_8.txt,0,0.302034,0.646127,0.117371,0.120892,0.014189214932
train,datasets/brain-tumor/images/train/00116_9.jpg,datasets/brain-tumor/labels/train/00116_9.txt,0,0.280908,0.644366,0.162754,0.199531,0.032474468374
train,datasets/brain-tumor/images/train/00117_200.jpg,datasets/brain-tumor/labels/train/00117_200.txt,1,0.730047,0.350939,0.100939,0.100939,0.010188681721
train,datasets/brain-tumor/images/train/00120_215.jpg,datasets/brain-tumor/labels/train/00120_215.txt,1,0.654343,0.464202,0.111502,0.092723,0.010338799946
train,datasets/brain-tumor/images/train/00120_230.jpg,datasets/brain-tumor/labels/train/00120_230.txt,1,0.657864,0.471244,0.17723,0.137324,0.02433793252
train,datasets/brain-tumor/images/train/00120_245.jpg,datasets/brain-tumor/labels/train/00120_245.txt,1,0.66784,0.469484,0.199531,0.152582,0.030444839042
train,datasets/brain-tumor/images/train/00120_260.jpg,datasets/brain-tumor/labels/train/00120_260.txt,1,0.659038,0.4777,0.198357,0.178404,0.035387682228000004
train,datasets/brain-tumor/images/train/00121_139.jpg,datasets/brain-tumor/labels/train/00121_139.txt,0,0.870305,0.474765,0.078638,0.083333,0.006553140454000001
train,datasets/brain-tumor/images/train/00121_157.jpg,datasets/brain-tumor/labels/train/00121_157.txt,0,0.871479,0.47007,0.106808,0.139671,0.014917980167999998
train,datasets/brain-tumor/images/train/00121_175.jpg,datasets/brain-tumor/labels/train/00121_175.txt,0,0.88439,0.460681,0.102113,0.165493,0.016898986709
train,datasets/brain-tumor/images/train/00122_10.jpg,datasets/brain-tumor/labels/train/00122_10.txt,0,0.638498,0.632042,0.129108,0.174883,0.022578794364000003
train,datasets/brain-tumor/images/train/00122_108.jpg,datasets/brain-tumor/labels/train/00122_108.txt,0,0.760563,0.375,0.150235,0.156103,0.023452134205
train,datasets/brain-tumor/images/train/00122_11.jpg,datasets/brain-tumor/labels/train/00122_11.txt,0,0.661972,0.603873,0.058685,0.050469,0.0029617732650000003
train,datasets/brain-tumor/images/train/00122_8.jpg,datasets/brain-tumor/labels/train/00122_8.txt,0,0.653756,0.630282,0.133803,0.171362,0.022928749685999998
train,datasets/brain-tumor/images/train/00122_9.jpg,datasets/brain-tumor/labels/train/00122_9.txt,0,0.650822,0.627934,0.134977,0.192488,0.025981452776000002
train,datasets/brain-tumor/images/train/00122_90.jpg,datasets/brain-tumor/labels/train/00122_90.txt,0,0.759977,0.379108,0.097418,0.122066,0.011891425588
